id,text
d_5_s78,"To sum up, the question whether or not death penalty serves any oenological purpose is a difficult, complex and intractable issue.
It has evoked strong, divergent views.
For the purpose of testing the Constitutionality of the impugned provision as to death penalty in Section 302, IPC on the ground of reasonableness in the light of articles 19 and 21 of the Constitution,, it is not necessary to express any categorical opinion, one way or the other, as to which of these two antithetical views, held by the Abolitionists and Receptionists, is correct.
It is sufficient to say that the very fact that persons of reason, learning and light are rationally and deeply divided in their opinion, on this issue, is a ground among others, for rejecting the petitioners' argument that retention of death penalty in the impugned provision is totally devoid of reason and purpose.
If, notwithstanding the view of Abolitionists to the contrary, a very large segment of people, the world over, including sociologists, legislators, jurists, judges and administrators still firmly believe in the worth and necessity of capital punishment for the protection of society, if in the perspective of prevailing crime conditions in India, contemporary public opinion channelized through the people's representatives in Parliament, has repeatedly in the last three decades, rejected all attempts, including the one made recently, to abolish or specifically restrict the area of death penalty, if death penalty is still a recognised legal sanction for murder or some types of murder in most of the civilised countries in the world, if the framers of the Indian Constitution were fully aware . of the existence of death penalty as punishment for murder, under the Indian Penal Code, if Thirty fifth Report and subsequent reports of the Law Commission suggesting retention of death penalty, and recommending revision of the Criminal Procedure Code and the insertion of the new sections 235(2) and 354(3) in that Code providing for pre sentence hearing and sentencing procedure on conviction for murder and other capital offences were before the Parliament and presumably considered by it when in 1972 73 it look up revision of the Code of 1898 and replaced it by the Code of Criminal Procedure, 1973, it is not possible to hold that the provision of death penalty as an alternative punishment for murder, in section 302, Penal Code is unreasonable and not in the public interest.
We would, therefore, conclude that the impugned provision in section 302, violates neither the letter nor the ethos of Article 19."
d_5_s79,"In that decision, Bhagwati, J. (as the learned Chief Justice then was), dissented."
d_5_s80,He held that death sentence was bad morally as well as Constitutionally.
d_5_s81,It is no longer necessary in view of the majority judgment to deal with these views in detail.
d_5_s82,This aspect was examined in several cases and a bench of five learned Judges considered this question again in Smt.
d_5_s83,"Triveniben vs State of Gujarat, [1989] 1 SCC 678 1989 Indlaw SC 43, where Oza, J. speaking for the majority analysed the trend and observed at p. 688 that it was not necessary to go into the jurisprudential theories of punishment deterrent or retributive in view of what has been laid down in Bachan Singh's case (supra) with which learned Judges therein agreed."
d_5_s84,"It is well settled now that undue long delay in execution of the sentence of death would entitle the condemned person to approach this Court or to be approached article 32 of the Constitution, but this Court would only examine the nature of delay caused and circumstances that ensued after sentence was finally confirmed by the judicial process and will have no jurisdiction to reopen the conclusions reached by the Court while finally maintaining the sentence of death."
d_5_s85,But the court is entitled and indeed obliged to consider the question of inordinate delay in the light of all circumstances of the case to decide whether the execution of sentence should be carried out or should be altered into imprisonment for life.
d_5_s86,No fixed period of delay can be considered to be decisive.
d_5_s87,It has been emphasised that article 21 is relevant in all stages.
d_5_s88,"Speedy trial in criminal cases though may not be fundamental right, is implicit in the broad sweep and content of Article 21."
d_5_s89,Speedy trial is part of one's fundamental right to life and liberty.
d_5_s90,This principle is no less important for disposal of mercy petition.
d_5_s91,It has been universally recognised that a condemned person has to suffer a degree of mental torture even though there is no physical mistreatment and no primitive torture.
d_5_s92,"See the 'observations of Shetty, J. in Triveniben's case (supra) at p. 7 13 7 14 of the report, where it has been observed that as between funeral fire and mental worry, it is the latter which is more devastating, for funeral fire burns only the dead body while the mental worry burns the living one."
d_5_s93,"In the instant case, Gyasi Ram has suffered a great deal of mental agony for over eight years."
d_5_s94,It is not disputed that there has been long delay.
d_5_s95,We do not find reasons sufficiently commensurate to justify such long delay.
d_5_s96,"The convict has suffered mental agony of living under the shadow of death for long, far too long."
d_5_s97,He should not suffer that agony any longer.
d_5_s98,"In the aforesaid facts and the circumstances of the case, therefore, we direct that the death sentence should not be carried out and the sentence imposed upon him be altered to imprisonment for life."
d_5_s99,We order accordingly.
d_5_s100,This W.P. is disposed of with the aforesaid direction.
d_6_s1,"Tenant inducted in 1979, for three years, 2by the landlord under a written agreement, in C 4/33, Safdarjang Development Area, New Delhi, with permission of Controller under Section 21 of Delhi Rent Control Act (for brevity 'the Act') seeks leave of this Court on limited question of law if proceedings for recovery of possession under Section 21 of the Act could be initiated and continued by legal representatives of the landlord who had obtained permission but who died before expiry of period of tenancy."
d_6_s2,"Answer of it shall depend, primarily, on construction of word 'landlord' used in Section 21, a provision held to be self contained code in Shiv Chand Kapoor vs Amar Bose, [1990] 1 SCC 234 1989 Indlaw SC 332 and also the purpose and objective of its enactment as provision of short duration tenancy or periodical tenancy in Rent Control Act of Delhi right from 1952, is unique amongst such legislations and is probably non existent in any other State."
d_6_s3,It reads as under:
d_6_s4,Recovery of possession in case of tenancies for limited period:
d_6_s5,"(1) Where a landlord does not require the whole or any part of any premises for a particular period, and the landlord, after obtaining the permission of the Controller in the prescribed manner, lets the whole of the premises or part thereof as a residence for such period as may be agreed to in writing between the landlord and the tenant and the tenant does not, on the expiry of the said period, vacate such premises, then, notwithstanding anything contained in Section 14 or in any other law, the Controller may, or an application made to him in this behalf by the landlord within such time as may be prescribed, place the landlord in vacant possession of the premises or part thereof by evicting the tenant and every other person who may be in occupation of such premises."
d_6_s6,"(2) while making an order under sub section (1), the Controller may award to the landlord such damages for the use or occupation of the premises at such rates as he considers proper in the circumstances of the case for the period from the date of such order till the date of actual vacation by the tenant."""
d_6_s7,"What it, undoubtedly, projects is the legislative awareness of acute crisis of houses in the State."
d_6_s8,"To resolve the paucity of accommodation, on one hand, due to enormous influx of office personnel and business class as a result of rapid growth of social, economic and political activity and apprehension of house owners, on other, bulk of whom hail from middle class or service class, of loosing their houses if not for good then for substantial period due to development of strange phenomenon in big cities that allotted or rented houses are more economical than, even, own the legislature which is the best judge of need of its people carved out an exception to usual rent control provisions of protecting tenants from eviction What was unique of it was not short duration tenancy but a fresh look on eviction."
d_6_s9,"Vacant possession was ensured, statutorily, without any notice, or termination of tenancy or the hazard of establishing bona fide need and comparative hardship etc."
d_6_s10,"Since sec. 21 is an exception to Section 14 and it mandates restoration of possession, ""notwithstanding any other law"" it has to be construed strictly and against any attempt to frustrate it."
d_6_s11,"Intensity of it can be appreciated better if its language, is compared with other provisions of recovery of possession even though those provisions, namely, secs. 14A, 14B, 14C and 14D, were introduced later."
d_6_s12,They also provide speedy remedy to recover possession.
d_6_s13,But the landlord cannot succeed unless he is able to prove circumstances mentioned in it.
d_6_s14,More than this the tenant has been given right to contest under Section 25B. Import of Section 21 on the other hand is altogether different.
d_6_s15,"It enjoins Controller to place landlord in vacant possession after expiry of time without any right to tenant to contest it except to the limited extent that permission was vitiated by fraud as held in S.B. Noronah vs Prem Kumari Khanna, [1980] 1 SCC 52 1979 Indlaw SC 198 or misuse of the provision by land lord taking advantage of helpless situation of the tenant as held in V.S. Rahe vs Smt."
d_6_s16,"Rem Chambeh, [1984] 1 SCC 612 1984 Indlaw SC 119; or the permission really did not create genuine tenancy as held in Shiv Chand Kapoor vs Amar Bose 1989 Indlaw SC 332, supra."
d_6_s17,"Recovery of possession under Section 21 is not hedged, by any inquiry or opportunity, if permission is not challenged on any of those exceptions which have been carved out by courts, obviously, to uphold fairness and honesty the core of our jurisprudence."
d_6_s18,"Right to get vacant possession is, thus absolute."
d_6_s19,"Purpose and objective of the Section having been ascer tained, it may now be examined if the word ""landlord"" used in the second part of the Section which empowers landlord to make an application for recovery of possession is to be understood as the same landlord who made the application or his legal representatives as well."
d_6_s20,"In other words, is there any justification for construing the word ""landlord"" in a narrow sense so as to restrict it, only, to the person who made the application and obtained permission. ""Landlord"" has been defined in Section 2(e) as under:"
d_6_s21,"(e). 'landlord' means a person who, for the time being is receiving, or is entitled to receive, the rent of any premises, whether on his own account or on account of or on behalf of, or for the benefit of, any other person or who would so receive the rent or be entitled to receive the rent, if the premises were let to a tenant."" Expression, ""for the time being"" makes it clear, that land lord has to be understood in praesentii."
d_6_s22,That is anyone entitled to receive rent is the landlord.
d_6_s23,"It does not visualise, past or future landlord."
d_6_s24,"Therefore, the word ""land lord"". on plain reading of Section 21 does not warrant construction of the word in any other manner."
d_6_s25,"Basis for submission, however, that landlord in second part of Section 21 entitling him to claim vacant possession should be confined to the person who obtained permission was rounded on use of expression, ""who does not require the whole or any part of the premises for a particular period."" Attempt was made to personalise eviction proceedings by linking it with the person, due to whose non requirement the permission was granted resulting in automatic exclusion of legal representatives."
d_6_s26,"To put it interpretationally the word ""landlord"", in second part was urged to be understood in a manner different than it is defined in Section 2(e)."
d_6_s27,"Can it be said that context or setting of Section 21 is such that the word ""landlord"" in second part of it should be understood in a different sense than that in definition clause? Not on prima facie reading of it which has already been adverted to."
d_6_s28,Neither on close analysis.
d_6_s29,"What is visualised is occasion for short duration tenancy due to non requirement of whole or part of premises by landlord for time being; method of its creation by written agreement entered with tenant, statutory status to it by permission obtained from Controller and execution by restoration of vacant possession if the tenant does not vacate after expiry of period."
d_6_s30,All condensed in one.
d_6_s31,Constructionally it is in two parts one creation of short term tenancy and other its execution after expiry of time.
d_6_s32,Both stand on their own and operate independently.
d_6_s33,Non requirement of premises for time being furnishes basis for entering into agreement for periodical tenancy.
d_6_s34,Truth of it on its genuineness are relevant considerations for granting permission.
d_6_s35,But it exhausts thereafter except to the limited extent pointed out in decisions referred earlier.
d_6_s36,"And the permission granted continues unabated, unaffected irrespective of variation in requirement."
d_6_s37,"Necessity of landlord, again, does not entitle him to seek its revocation."
d_6_s38,Even his death cannot shorten the period.
d_6_s39,"Similarly once period expires the agreement, the permission all cease to operate by operation of law."
d_6_s40,Nothing further is required.
d_6_s41,Vacation is not linked with landlord but with time.
d_6_s42,Expiry of it obliges tenant to vacate.
d_6_s43,If he does not then the landlord may approach Controller for putting him in vacant possession.
d_6_s44,Which land lord? Obviously whosoever is the landlord at the time of afflux of tenancy.
d_6_s45,Death of landlord does not either shorten or enlarge period nor the consequences envisaged are altered or affected.
d_6_s46,Use of expression notwithstanding any other law render it obligatory on tenant to vacate without questioning authority of landlord.
d_6_s47,"Any other construction, may, as rightly observed by the High Court lead to disastrous consequences."
d_6_s48,Even on principles of civil law the provision for recovery of possession being in nature of execution it could not be successfully resisted on the death of landlord due to whose non requirement the permission was granted.
d_6_s49,Such narrow and unreaIistic construction of the word 'landlord' shall frustrate entire purpose of Section 21.
d_6_s50,"Maxim of action personalies mortiur cum personna cannot apply, either, on principle or on facts."
d_6_s51,In Supreme Bank v.
d_6_s52,"P.A. Tendulkar, AIR 1973 SC 1104 1973 Indlaw SC 337 this Court while discussing applicability of the maxim held ""whatever view one may take of the justice of the principle it was clear that it would not be applicable to actions based on contract or where tort feasers' Estate had benefitted from a wrong done."
d_6_s53,"Its applicability was generally confined to actions for damages for defamation, seduction inducing a spouse to remain apart from the other and adultery."" In Phool Rani vs Naubat Rai, [1973] 3 SCR 769 1973 Indlaw SC 350; a decision which was relied by petitioner in support of submission that an application filed for eviction of a tenant on bona fide need lapses on the death of landlord and it could not be continued by his legal representatives overruled in Shanti Lal Thakur Das and Ors. vs Chaman Lal Maganlal Telwala, [1977] 1 SCR 313 it was observed that doctrine of actio personalis moritur cum personna, did not apply to Rent Control Acts."
d_6_s54,Even otherwise an action for eviction abates only if the cause of action does not survive.
d_6_s55,What is the cause of action for an application for vacant possession in Section 21 death of landlord or expiry of time for which tenancy was created.
d_6_s56,"Obviously the latter, the failure' of tenant to honour his commitment to vacate the premises after expiry of time for which he was inducted with permission of Controller."
d_6_s57,The death of the person who obtained the permission has nothing to do with it.
d_6_s58,Permission was obtained because the landlord did not require the premises on the date when it was let out to tenant.
d_6_s59,That does not continue on the date when the tenant does not vacate the premises.
d_6_s60,"The necessity of not requiring the premises, for some time, or for the duration the tenant was inducted was confined to the date when the permission was granted."
d_6_s61,It could not be taken further to the time when the question of vacation arose.
d_6_s62,The cause of action for granting permission was the non requirement by the landlord of the premises for the time mentioned in the agreement whereas cause of action for eviction is non vacation by the tenant after the expiry of period.
d_6_s63,"Therefore, it is immaterial who is the landlord at the time when the Action for vacation arose."
d_6_s64,"Even on facts permission was applied for by the landlord as, premises was surplus to his need for a limited period of 3 years due to the reason that his son had gone abroad and he was expected to return after three years."
d_6_s65,Permission was granted for this reason on statement of parties.
d_6_s66,Such necessity to let out or non requirement by the landlord could not be brought into those exceptions which invalidate permission.
d_6_s67,Therefore death of the landlord was immaterial as even the reason for letting out did not die with death of landlord.
d_6_s68,In the result this petition for special leave fails and is dismissed.
d_6_s69,"In the circumstances of the case the tenant is directed to suffer costs which we quantify at Rs.5,000."
d_6_s70,Petition dismissed
d_7_s1,"This writ petition under Article 32 of the Constitution of India is by the mother of the detenu Noor alias Babu to quash the detention order F. no. 801/1/90 PITNDPS dated 25.1.1990 passed under Section 3 of the Prevention of Illicit Traffic in Narcotic Drugs and Psychotropic Substances Act, 1988 (in short 'PIT'NDPS Act') and the order of confirmation F. no. 801/1/90 PITNDPS dated 24.4.1990 'passed under Section 9(f) read with Section 10(2) of the 'PIT'NDPS Act, by the Central Government directing detention of the detenu for a period of two yeare w.e.f. 30.1.1990."
d_7_s2,The only argument advanced in support of this writ petition is infraction of Article 22(5) of the Constitution of India.
d_7_s3,The facts material for the point raised are stated hereafter.
d_7_s4,"The detenu was arrested from his family estate at Kochuveetil House, Kuthugal, Udumpanchola Taluk, Idikki District, Kerala on 19.10.1989 on the accusation that he and his brothers were involved in extensive illicit cultivation of ganja plants (Cannabis Sativa) in violation of the provisions of Narcotic Drugs and Psychotropic Substances Act, 1985 (in short 'NDPS Act'), He was produced before the Judicial Magistrate who rejected his bail application."
d_7_s5,"The Sessions Judge also rejected the bail application once but late, granted conditional bail."
d_7_s6,"Thereafter, the detention order dated 25.1.1990 was served on the detenu on 30.1.1990."
d_7_s7,"It was stated therein that even though prosecution of the detenu was likely to be initiated under the NDPS Act, there was likelihood of the detenu indulging in cultivation and production of narcotic drugs (ganja) on the detenu being released on bail on account of which there was compelling necessity to detain him under the PITNDPS Act."
d_7_s8,"The detenu was informed that he had a right to make representation to the detaining authority, Central Government and the Central Advisory Board against the detention order."
d_7_s9,The mode of address of the representation to the Central Government and the Central Advisory Board was also indicated in the detention order along with the grounds of detention in accordance with Article 22(5) of the Constitution of India.
d_7_s10,The detenu's case was referred by the Central Government to the Central Advisory Board on 2.3.1990.
d_7_s11,"During pendency of the reference before the Advisory Board, the detenu made his representation on 24.3.1990 and addressed it to the Advisory Board."
d_7_s12,The Advisory Board considered the reference relating to the detenu made by the Central Government and also the detenu's representation submitted to it.
d_7_s13,"The Advisory Board, gave the opinion that there was sufficient cause to justify his preventive detention."
d_7_s14,The Central Government then made the order dated 24.4.1990 confirming his detention and directed that the detenu Noor alias Babu be detained for a period of two years w.e.f. 30.1.1990.
d_7_s15,It is admitted that the Advisory Board considered the detenu's representation before sending its opinion to the Central Government along with the entire record including the representation submitted by the detenu.
d_7_s16,"It is also admitted that the Central Government made the order of confirmation dated 24.4.1990 on receipt of the opinion of the Advisory Board, but there was no independent consideration of the detenu's representation by the Central Government at any time."
d_7_s17,"In the counter affidavit filed initially by Shri A.K. Roy, Under Secretary to the Government of India, this fact was not clearly stated and, therefore, we directed an additional affidavit to be filed."
d_7_s18,"In the additional affidavit filed by Shri A.K. Roy, it has not been disputed that the Central Government did not at any time consider independently the detenu's representation addressed to and given to the Advisory Board."
d_7_s19,"In the additional affidavit, the stand of the Central Government in this behalf has been stated thus:""."
d_7_s20,"Since the detenu in the present case has not made any representation to the Central Government, the assertion in para 2 of the grounds of petition that no opportunity was afforded by the Central Government to the said detenu is vehemently denied."
d_7_s21,"The question of consideration of a representation and providing of an opportunity would only arise when a representation is duly made to the Central Government."""
d_7_s22,"On the above facts, the question is: Whether there has been any infraction of the guarantee under Article 22(5) of the Constitution as a result of Central Government's omission to consider the detenu's representation independent of its consideration by the Advisory Board? The Central Government's stand is that the detenu's representation being addressed to the Advisory Board to which it was submitted during pendency of the reference before the Advisory Board, there was no obligation on the Central Government also to consider the same independently since the representation was not addressed to the Central Government."
d_7_s23,"The Constitutional mandate in Article 22(5) was considered recently by a Constitution Bench in K.M. Abdulla Kunhi and B.L. Abdul Khader vs Union of India and Ors., State of Karnataka and Ors., JT 1991 (1) SC 216 1991 Indlaw SC 473, in view of some conflict in earlier decisions of this Court regarding the detaining authority's obligation to consider the detenu's representation independently of the Advisory Board's duty in this behalf."
d_7_s24,The Constitution Bench held as follows:
d_7_s25,"It is now beyond the pale of controversy that the constitutional right to make representation under clause (5) of Article 22 by necessary implication guarantees the constitutional right to a proper consideration of the representation.
Secondly, the obligation of the Government to afford to the detenu an opportunity to make representation is distinct from the Government's obligation to refer the case of detenu along with the representation to the Advisory Board to enable it to form its opinion and send a report to the Government.
It is implicit in clauses (4) and (5) of Article 22 that the Government while discharging its duty to consider the representation, cannot depend upon the views of the Board on such representation.
It has to consider the representation on its own without being influenced by any such view of the Board.
The obligation of the Government to consider the representation is different from the obligation of the Board to consider the representation at the time of hearing the references.
The Government considers the representation to ascertain essentially whether the order is in conformity with the power under the law.
The Board, on the other hand, considers the representation and the case of the detenu to examine whether there is sufficient case for detention.
The consideration by the Board is an additional safeguard and not a substitute for consideration of the representation by the Government.
The right to have the representation considered by the Government, is safeguarded by cl. (5) of Article 22 and it is independent of the consideration of the detenu's case and his representation by the Advisory Board under cl. (4) of article 22 read with Section 8(c) of the Act. (See: Sk.
Abdul Karim & Ors. vs State of West Bengal, [ 1969] 1 SCC 433 1969 Indlaw SC 262; Pankaj Kumar Chakrabarty & Ors. vs State of West Bengal, [1970]1 SCR 543 1969 Indlaw SC 128; Shayamal Chakraborty vs The Commissioner of Police Calcutta and Anr., [ 1969] 2 SCC 426 1969 Indlaw SC 132; B. Sundar Rao and Ors. vs State of Orissa, [ 1972] 3 SCC 1 1 1971 Indlaw SC 856; John Martin vs State of West Bengal, [1975] 3 SCR 2 1 1 1975 Indlaw SC 603; section K. Sekawat vs Stale of West Bengal, [1975] 2 SCR 161 1974 Indlaw SC 148 and Haradhan Saha & Anr. vs State of IVest Bengal and Ors., [1975] 1 SCR 778 1974 Indlaw SC 360). (emphasis supplied)"
d_7_s26,It is thus clear that the obligation of the Government to consider the representation is different and in addition to the obligation of the Board to consider it at the time of hearing the reference before giving its opinion to the Government.
d_7_s27,Consideration of the representation by the Government has to be uninfluenced by the view of the Advisory Board.
d_7_s28,"In short, the detenu's right to have the representation considered by the Government under Article 22(5) is independent of the consideration of the detenu's case and his representation by the Advisory Board."
d_7_s29,This position in law is also not disputed before us.
d_7_s30,"The learned Solicitor General, however, contended that in the present case there being no representation addressed to the Central Government, the only representation made by the detenu being addressed to the Advisory Board during pendency of the reference, there was in fact no representation of the detenu giving rise to the Central Government's obligation to consider the same."
d_7_s31,The question is: Whether this contention can be accepted in the face of the clear mandate in Article 22(5) of the Constitution?
d_7_s32,"It is undisputed that if there be only one representation by the detenu addressed to the detaining authority, the obligation arises under Article 22(5) of its consideration by the detaining authority independent of the opinion of the Advisory Board in addition to its consideration by the Advisory Board while giving its opinion."
d_7_s33,"In other words, one representation of the detenu addressed only to the Central Government and not also to the Advisory Board does not dispense with the requirement of its consideration also by the Advisory Board."
d_7_s34,"The question, therefore, is: Whether one of the requirement of consideration by Government is dispensed with when the detenu's representation instead of being addressed to the Government or also to the Government is addressed only to the Advisory Board and submitted to the Advisory Board instead of the Government? On principle, we find it difficult to uphold the teamed Solicitor General's contention which would reduce the duty of the detaining authority from one of substance to mere form."
d_7_s35,The nature of duty imposed on the detaining authority under Article 22(5) in the context of the extraordinary power of preventive detention is sufficient to indicate that strict compliance is necessary to justify interference with personal liberty.
d_7_s36,It is more so since the liberty involved is of a person in detention and not of a free agent.
d_7_s37,"Article 22(5) casts an important duty on the detaining authority to communicate the grounds of detention to the detenu at the earliest to afford him the earliest opportunity of making a representation against the detention order which implies the duty to consider and decide the representation when made, as soon as possible."
d_7_s38,"Article 22(5) speaks of the detenu's 'representation against the order', and imposes the obligation on the detaining authority."
d_7_s39,"Thus, any representation of the detenu against the order of his detention has to be considered and decided by the detaining authority, the requirement of its separate consideration by the Advisory Board being an additional requirement implied by reading together clauses (4) and (5) of Article 22, even though express mention in Article 22(5) is only of the detain ing authority."
d_7_s40,"Moreover, the order of detention is by the detaining authority and so also the order of its revocation if the representation is accepted, the Advisory Board's role being merely advisory in nature without the power to make any order itself."
d_7_s41,"It is not as if there are two separate and distinct provisions for representation to two different authorities viz. the detaining authority and the Advisory Board, both having independent power to act on its own."
d_7_s42,"It being settled that the aforesaid dual obligation of consideration of the detenu's representation by the Advisory Board and independently by the detaining authority flows from Article 22(5) when only one representation is made addressed to the detaining authority, there is no reason to hold that the detaining authority is relieved of this obligation merely because the representation is addressed to the Advisory Board instead of the detaining authority and submitted to the Advisory Board during pendency of the reference before it."
d_7_s43,It is difficult to spell out such an inference from the contents of Article 22(5) in support of the contention of the learned Solicitor General.
d_7_s44,"The contents of Article 22(5) as well as the nature of duty imposed thereby on the detaining authority support the view that so long as there is a representation made by the detenu against the order of detention, the aforesaid dual obligation under Article 22(5) arises irrespective of the fact whether the representation is addressed to the detaining authority or to the Advisory Board or to both."
d_7_s45,The mode of address is only a matter of form which cannot whittle down the requirement of the Constitutional mandate in Article 22(5) enacted as one of the safeguards provided to the detenu in case of preventive detention.
d_7_s46,"We are, therefore, unable to accept the only argument advanced by the learned Solicitor General to support the detention."
d_7_s47,"On this conclusion, it is not disputed that there has been a breach by the Central Government of its duty under Article 22(5) of the Constitution of India to consider and decide the representation independently of the Advisory Board's opinion."
d_7_s48,"The order of detention dated 25.1.1990 as well as the order dated 24.4.1990 of its confirmation passed by the Central Government are, therefore, quashed."
d_7_s49,"This shall not, however, affect the detenu's prosecution for the alleged offence and it shall also not be construed as a direction to release him in case he is in custody as a result of refusal of bail."
d_7_s50,"The writ petition is allowed, accordingly."
d_7_s51,Pettion allowed
d_8_s1,"All the above writ petitions have been filed by the doctors who after passing the M.B.B.S. examination, appeared for the Post Graduate Medical Entrance Examination (PGMEE) held by the Lucknow University in the year 1992, but remained unsuccessful as they secured less than 50% marks which were necessary for the students of general category and 40% marks for SC/ST according to the rules for admission applicable for Post Graduate course."
d_8_s2,On 14.7.1992 we passed a detailed order and so far as the admission rules fixing 50% of the marks to be obtained at the entrance examination as minimum qualifying marks for admission to the Post Graduate medical courses are concerned the same were held to be legal and it was further held that no exception can be taken to the same.
d_8_s3,"It was however, contended on behalf of the petitioners that as a result of the application of the aforesaid rule a large number of seats have remained vacant and in view of the observations made in Dr. Ambesh Kumar etc. etc., vs Principal, LLRM Medical College Meerut and Ors. etc. etc. [1987] 1 SCR 6611986 Indlaw SC 245 such a situation must be avoided and the remaining seats should be filled up by applying different criteria, the cases were postponed for further hearing."
d_8_s4,We have heard learned cousel for the parties and have thoroughly gone through the record.
d_8_s5,"So far as the validity of the admission rules fixing 50% marks for the general category candidates and 40% marks for the SC/ST category candidates to be obtained at the entrance examination as minimum qualifying marks for being eligible for admission to the Post Graduate medical courses, the same are not subject to any challenge as we have already held the same to be legal in our order dated 14.7.1922."
d_8_s6,"Learned counsel for the petitioners made strenuous effort to persuade us to take a different view, but they failed in the said attempt."
d_8_s7,"It may be further mentioned that this Court in Ajay Kumar Agrawal and Others. vs State of U.P. and others, [1991] 1 SCC 636 1990 Indlaw SC 574 observed as under :"
d_8_s8,"It is not disputed that in Uttar Pradesh the prevailing practice was a 50 per cent for allowing Post Graduate Study to doctors with MBBS qualifications but taking their University examination as the base without any separate selection test, it is not the case of any of the parties before us that the selection is bad for any other reason.
We are of the view that it is in general interest that the 50 per cent cut off base as has been adopted should be sustained."
d_8_s9,"The matter again came up for consideration before this Court and in State of Uttar Pradesh and Others vs Dr. Anupam Gupta etc., AIR 1992 S.C. 932 1992 Indlaw SC 334, it was held as under :"
d_8_s10,"Thus it could be seen that this Court consistently laid down the criteria for conducting entrance examination to the post graduate degree and diploma courses in Medicine and the best among the talented candidates would be eligible for admission. 50% cut off marks was also held to be valid to achieve excellence in post graduate speciality.
Accordingly we uphold the prescription of 50% cut off marks to general candidates and 40% to SCs and STs together with 1.65% weightage of total marks i.e. 50 marks in total in entrance examination as constitutional and valid."
d_8_s11,"Thus, we further hold that any challenge to the above rule laying down minimum percentage of marks for eligibility for admission to Post Graduate courses is no longer res integra."
d_8_s12,"Learned counsel appearing for the petitioners then submitted that admittedly there were 439 seats available in the General category, out of which only 300 candidates secured minimum qualifying marks i.e. 50% marks and 139 seats are lying vacant."
d_8_s13,Similarly in case of reserved category for SC/ST there were 96 seats out of which only 18 candidates secured 40% minimum qualifying marks and as such 78 seats are lying vacant.
d_8_s14,It has been contended that in all 217 seats are lying vacant and large number of Professors and Readers meant for imparting teaching in the various disciplines of Post Graduate courses shall remain idle and the Government shall have to unnecessarily spend large funds for meeting their emoluments.
d_8_s15,It was also submitted that there is a great dearth of Post Graduate doctors in the country and it would not only be a sheer wastage of money in paying salaries and other emoluments to the teachers but also in the maintenance and upkeep of infra structure available for teaching in the various disciplines of Post Graduate Courses.
d_8_s16,It has been further submitted that it would not only be in the interest of the petitioners but also in the national interest if the vacant seats are filled by lowering the minimum percentage of qualifying marks in the entrance examination.
d_8_s17,It has been submitted that the number of seats lying vacant is not small but it is large being 217 out of the total 535 seats.
d_8_s18,"Learned counsel for the petitioners is this regard placed reliance on the following observations made by this Court in Dr. Ambesh Kumar etc. etc. vs Principal LLRM Medical College Meerut and Ors. etc. etc., [1987] 1 SCR 661 1986 Indlaw SC 245."
d_8_s19,"It is pertinent to mention in this connection that the number of seats allotted to each of the prescribed courses is on the basis of two seats per professor and there is a crying necessity in the State for more experts in various disciplines in Medicine and Surgery etc.
It is incumbent on the State Government to see that all these seats earmarked for each of these disciplines or courses are filled up.
It appears from Annexure D to the petition in C.A. no. 6119 of 1983 that quite a considerable number of seats in various disciplines were kept vacant as the applicants did not fulfill the eligibility qualification framed by the State Government by its aforesaid order and as a result several Professors and Assistant Professors who are meant for imparting teaching in these disciplines were kept idle though a considerable fund had to be expended for meeting their emoluments.
It is for the State to consider and to see that the seats are filled up in all the disciplines and they are not left vacant in spite of a large number of applicants applying for admission in the various disciplines and the State Government has to evolve such criteria of eligibility that all the seats in different M.D., M.S. degree and diploma courses are filled up."
d_8_s20,We have given our thoughtful consideration to the aforesaid submission.
d_8_s21,It may be noted that the aforesaid rule of minimum qualifying marks for admission to Post Graduate courses was in vogue for the last many years and large number of seats remained vacant in earlier years also.
d_8_s22,It was for the State Government to have taken note of such situation and to have amended the rules for admission so as to fill all the seats available for Post Graduate courses.
d_8_s23,"So far as any mandamus or direction to be given by this Court is concerned, we refrain from doing so because this Court has repeatedly held that the rule laying down minimum qualifying marks for admission to Post Graduate medical courses is legal and no exception can be taken to the same."
d_8_s24,Even in Dr. Ambesh Kumar's case 1986 Indlaw SC 245 (supra) the rule laying down minimum of 55% and 52% marks in MBBS respectively of admission to Post Graduate degree and diploma courses was held to be valid.
d_8_s25,"An argument was raised in the aforesaid case that the State Government had no power to lay down further eligibility qualification for being considered for admission in the Post Graduate courses, in addition to the eligibility criteria laid down by the Medical Council in its regulations but the aforesaid contention was negatived and it was held as under :"
d_8_s26,"The order in question merely specifies a further eligibility qualification for being considered for selection for admission to the post graduate courses (degree and diploma) in the Medical Colleges in the State in accordance with the criteria laid down by Indian Medical Council.
This does not in any way encroach upon the Regulations that have been framed under the provisions of section 33 of the Indian Medical Council Act.
On the other hand in order to promote and further the determination of standards in institutions for higher education, the State Government who runs these colleges provide an additional eligibility qualification."
d_8_s27,"Thus, we are clearly of the view that once having held that the rule prescribed by the State Government laying down minimum qualifying marks in the entrance examination is valid and the State Government having followed the aforesaid rule in granting admission in Post Graduate courses, it cannot be held that such action is illegal."
d_8_s28,There is no infringement of any legal right much less of any fundamental right of the petitioners.
d_8_s29,We can only recommend that the State Government may take suitable step for redressing the long felt grievance of the doctors to fill up all the vacant seats for Post Graduate courses and which would be a step in the larger public interest also.
